Model,DPO4054
-4.480e-02,-0.00015625
-4.440e-02,-0.0004125
-4.400e-02,-0.000309375
-4.360e-02,-2.8125e-05
-4.320e-02,-0.00058125
-4.280e-02,-0.000175
-4.240e-02,-0.000115625
-4.200e-02,-0.0003625
-4.160e-02,-0.00021875
-4.120e-02,-9.375e-06
-4.080e-02,-0.000125
-4.040e-02,-0.000171875
-4.000e-02,-0.000153125
-3.960e-02,-0.000146875
-3.920e-02,-0.00051875
-3.880e-02,-5e-05
-3.840e-02,-0.0002375
-3.800e-02,-0.00035625
-3.760e-02,3.125e-06
-3.720e-02,-5.625e-05
-3.680e-02,-0.000440625
-3.640e-02,-0.0001625
-3.600e-02,-0.000140625
-3.560e-02,1.875e-05
-3.520e-02,-0.0003
-3.480e-02,-0.0001125
-3.440e-02,-0.0001125
-3.400e-02,-0.00013125
-3.360e-02,-9.0625e-05
-3.320e-02,-0.00023125
-3.280e-02,-0.000240625
-3.240e-02,9.375e-05
-3.200e-02,-0.00018125
-3.160e-02,-0.00025625
-3.120e-02,-0.000278125
-3.080e-02,-0.000171875
-3.040e-02,-0.0001375
-3.000e-02,-0.000384375
-2.960e-02,-8.125e-05
-2.920e-02,0.0001125
-2.880e-02,-0.000359375
-2.840e-02,-0.00011875
-2.800e-02,0.000146875
-2.760e-02,-0.00049375
-2.720e-02,-0.00034375
-2.680e-02,-0.000178125
-2.640e-02,0.000184375
-2.600e-02,-0.000246875
-2.560e-02,-0.000546875
-2.520e-02,-0.00018125
-2.480e-02,-0.000228125
-2.440e-02,-7.8125e-05
-2.400e-02,-0.000184375
-2.360e-02,-6.5625e-05
-2.320e-02,-0.00025625
-2.280e-02,-8.4375e-05
-2.240e-02,-7.1875e-05
-2.200e-02,-0.000121875
-2.160e-02,-0.000221875
-2.120e-02,-4.6875e-05
-2.080e-02,-0.000271875
-2.040e-02,-0.000246875
-2.000e-02,-0.0002
-1.960e-02,-0.00036875
-1.920e-02,1.25e-05
-1.880e-02,5.9375e-05
-1.840e-02,-0.00073125
-1.800e-02,-2.5e-05
-1.760e-02,-0.000159375
-1.720e-02,-0.0003
-1.680e-02,-0.00055
-1.640e-02,-0.0001
-1.600e-02,-0.0004
-1.560e-02,-0.000215625
-1.520e-02,-0.000425
-1.480e-02,-0.0003
-1.440e-02,8.4375e-05
-1.400e-02,-0.0002
-1.360e-02,-0.00034375
-1.320e-02,-0.0003625
-1.280e-02,-7.8125e-05
-1.240e-02,-0.00010625
-1.200e-02,-0.000215625
-1.160e-02,-0.000396875
-1.120e-02,-0.000196875
-1.080e-02,-0.0003375
-1.040e-02,-0.00024375
-1.000e-02,-0.0002
-9.600e-03,1.5625e-05
-9.200e-03,-0.000153125
-8.800e-03,-3.75e-05
-8.400e-03,-0.00011875
-8.000e-03,-0.000528125
-7.600e-03,-8.4375e-05
-7.200e-03,5e-05
-6.800e-03,-0.00020625
-6.400e-03,-0.00020625
-6.000e-03,1.5625e-05
-5.600e-03,-0.00025
-5.200e-03,-0.000253125
-4.800e-03,-0.00029375
-4.400e-03,-0.00041875
-4.000e-03,-0.00033125
-3.600e-03,-0.000240625
-3.200e-03,-0.00029375
-2.800e-03,-0.0001875
-2.400e-03,-0.000103125
-2.000e-03,-0.000125
-1.600e-03,-0.00019375
-1.200e-03,-0.00024375
-8.000e-04,-0.000396875
-4.000e-04,0.0286312
2.000e-15,0.0126719
4.000e-04,0.0108469
8.000e-04,0.00735
1.200e-03,0.0051125
1.600e-03,0.0063125
2.000e-03,0.0068
2.400e-03,0.00727187
2.800e-03,0.00138125
3.200e-03,-1.875e-05
3.600e-03,0.0002
4.000e-03,0.00039375
4.400e-03,0.000790625
4.800e-03,0.000321875
5.200e-03,0.00011875
5.600e-03,-0.0001375
6.000e-03,0.000375
6.400e-03,-0.00011875
6.800e-03,-0.00030625
7.200e-03,-4.6875e-05
7.600e-03,-0.000125
8.000e-03,-1.875e-05
8.400e-03,-5.9375e-05
8.800e-03,0.000384375
9.200e-03,0.000290625
9.600e-03,0.0003125
1.000e-02,0.000284375
1.040e-02,0.000253125
1.080e-02,0.00018125
1.120e-02,0.000221875
1.160e-02,-6.875e-05
1.200e-02,-5e-05
1.240e-02,-0.0001125
1.280e-02,-0.000125
1.320e-02,-9.0625e-05
1.360e-02,0.00016875
1.400e-02,-8.4375e-05
1.440e-02,0.000228125
1.480e-02,9.375e-05
1.520e-02,0.00030625
1.560e-02,-0.0001625
1.600e-02,0.000621875
1.640e-02,0.0006125
1.680e-02,0.000246875
1.720e-02,-0.000284375
1.760e-02,0.000159375
1.800e-02,-1.25e-05
1.840e-02,0.000875
1.880e-02,8.4375e-05
1.920e-02,5e-05
1.960e-02,-8.125e-05
2.000e-02,-0.0001625
2.040e-02,7.8125e-05
2.080e-02,-0.00011875
2.120e-02,6.5625e-05
2.160e-02,5.625e-05
2.200e-02,-0.00024375
2.240e-02,-0.000203125
2.280e-02,-0.000190625
2.320e-02,-0.000340625
2.360e-02,-4.375e-05
2.400e-02,0.0001125
2.440e-02,0.000265625
2.480e-02,0.0003
2.520e-02,-0.000125
2.560e-02,-0.000278125
2.600e-02,-0.000275
2.640e-02,5.625e-05
2.680e-02,6.875e-05
2.720e-02,-3.75e-05
2.760e-02,-1.5625e-05
2.800e-02,7.8125e-05
2.840e-02,0.000265625
2.880e-02,0.000246875
2.920e-02,0.0005125
2.960e-02,0.000265625
3.000e-02,0.000490625
3.040e-02,0.0002875
3.080e-02,4.0625e-05
3.120e-02,-3.125e-05
3.160e-02,0.000175
3.200e-02,-0.0001125
3.240e-02,-3.125e-05
3.280e-02,8.75e-05
3.320e-02,1.5625e-05
3.360e-02,-0.000240625
3.400e-02,-8.4375e-05
3.440e-02,-1.875e-05
3.480e-02,0.000309375
3.520e-02,-3.75e-05
3.560e-02,9.375e-05
3.600e-02,-0.00010625
3.640e-02,6.25e-05
3.680e-02,0.00049375
3.720e-02,5.625e-05
3.760e-02,0.000190625
3.800e-02,0.0002625
3.840e-02,2.5e-05
3.880e-02,-2.8125e-05
3.920e-02,3.75e-05
3.960e-02,3.75e-05
4.000e-02,0.000278125
4.040e-02,4.0625e-05
4.080e-02,-0.000109375
4.120e-02,-0.000115625
4.160e-02,0.000190625
4.200e-02,-0.000171875
4.240e-02,8.4375e-05
4.280e-02,0.0001875
4.320e-02,-0.0001125
4.360e-02,-0.00034375
4.400e-02,-0.000296875
4.440e-02,-0.000309375
4.480e-02,-6.875e-05
4.520e-02,2.5e-05
4.560e-02,-0.000140625
4.600e-02,0.00014375
4.640e-02,-8.125e-05
4.680e-02,-0.0001625
4.720e-02,-6.875e-05
4.760e-02,-0.000209375
4.800e-02,-6.875e-05
4.840e-02,0.000128125
4.880e-02,2.5e-05
4.920e-02,-0.00010625
4.960e-02,-0.00024375
5.000e-02,0.000903125
5.040e-02,0.000271875
5.080e-02,0.00069375
5.120e-02,0.00079375
5.160e-02,0.00131563
5.200e-02,0.00076875
5.240e-02,0.000484375
5.280e-02,0.000421875
5.320e-02,-1.875e-05
5.360e-02,-0.000228125
5.400e-02,-0.000271875
5.440e-02,-0.00021875
5.480e-02,-0.000359375
5.520e-02,0.00019375
5.560e-02,-2.5e-05
5.600e-02,-0.00024375
5.640e-02,-0.0001875
5.680e-02,1.875e-05
5.720e-02,-0.000121875
5.760e-02,0.00099375
5.800e-02,0.000109375
5.840e-02,-1.875e-05
5.880e-02,0.000275
5.920e-02,0.0004
5.960e-02,-0.000209375
6.000e-02,-5.625e-05
6.040e-02,-0.000290625
6.080e-02,-0.000128125
6.120e-02,9.375e-06
6.160e-02,-0.000184375
6.200e-02,0.00025
6.240e-02,0.000175
6.280e-02,-0.0002875
6.320e-02,0.00063125
6.360e-02,0.00039375
6.400e-02,0.00020625
6.440e-02,-6.25e-05
6.480e-02,3.125e-05
6.520e-02,-0.000246875
6.560e-02,-7.5e-05
6.600e-02,0.00098125
6.640e-02,-9.375e-06
6.680e-02,0.00013125
6.720e-02,-0.00025625
6.760e-02,-0.0001375
6.800e-02,4.6875e-05
6.840e-02,-0.0001875
6.880e-02,-0.000115625
6.920e-02,0
6.960e-02,-0.000109375
7.000e-02,-0.000240625
7.040e-02,-1.875e-05
7.080e-02,0.000165625
7.120e-02,-6.25e-05
7.160e-02,0.000353125
7.200e-02,0.000421875
7.240e-02,0.000321875
7.280e-02,0.00036875
7.320e-02,-9.0625e-05
7.360e-02,-0.00013125
7.400e-02,0.0007625
7.440e-02,0.00033125
7.480e-02,0.000134375
7.520e-02,8.125e-05
7.560e-02,0.00010625
7.600e-02,-0.000340625
7.640e-02,-0.000184375
7.680e-02,-0.000140625
7.720e-02,-2.8125e-05
7.760e-02,8.125e-05
7.800e-02,0.000121875
7.840e-02,4.375e-05
7.880e-02,1.5625e-05
7.920e-02,0.000121875
7.960e-02,-0.000309375
8.000e-02,-0.00026875
8.040e-02,-0.00015625
8.080e-02,3.125e-05
8.120e-02,-6.5625e-05
8.160e-02,0.00024375
8.200e-02,0.00023125
8.240e-02,0.000203125
8.280e-02,0.00028125
8.320e-02,0.000415625
8.360e-02,0.000540625
8.400e-02,-0.000209375
8.440e-02,-0.000359375
8.480e-02,-0.000403125
8.520e-02,0.000159375
8.560e-02,0.00015
8.600e-02,0.00021875
8.640e-02,0.000403125
8.680e-02,5.625e-05
8.720e-02,2.5e-05
8.760e-02,0.00018125
8.800e-02,0.000209375
8.840e-02,5e-05
8.880e-02,0.00019375
8.920e-02,0.00021875
8.960e-02,0.000134375
9.000e-02,0.0006
9.040e-02,0.000471875
9.080e-02,0.000671875
9.120e-02,0.000203125
9.160e-02,4.375e-05
9.200e-02,-0.00013125
9.240e-02,-8.75e-05
9.280e-02,-0.00031875
9.320e-02,-0.00038125
9.360e-02,-2.5e-05
9.400e-02,-0.00023125
9.440e-02,-0.0002
9.480e-02,-0.000484375
9.520e-02,-0.000234375
9.560e-02,-5e-05
9.600e-02,-0.000328125
9.640e-02,-0.00019375
9.680e-02,-3.125e-05
9.720e-02,-0.00051875
9.760e-02,-0.0004125
9.800e-02,-0.00011875
9.840e-02,-4.6875e-05
9.880e-02,-0.00016875
9.920e-02,0.00025625
9.960e-02,-0.0001
1.000e-01,-4.375e-05
1.004e-01,-0.000259375
1.008e-01,-0.00028125
1.012e-01,-7.8125e-05
1.016e-01,-0.000134375
1.020e-01,-2.8125e-05
1.024e-01,0.000203125
1.028e-01,-7.5e-05
1.032e-01,-0.000196875
1.036e-01,-2.8125e-05
1.040e-01,-3.75e-05
1.044e-01,0.0001625
1.048e-01,-0.000103125
1.052e-01,0.0001125
1.056e-01,-1.875e-05
1.060e-01,-0.00015625
1.064e-01,-6.25e-06
1.068e-01,0.000271875
1.072e-01,0.000353125
1.076e-01,0.000359375
1.080e-01,0.00036875
1.084e-01,0.00015625
1.088e-01,0.00036875
1.092e-01,-0.00010625
1.096e-01,8.125e-05
1.100e-01,-0.000275
1.104e-01,-0.00015625
1.108e-01,-5e-05
1.112e-01,-0.000225
1.116e-01,-0.00014375
1.120e-01,-0.000325
1.124e-01,-0.000359375
1.128e-01,-0.000190625
1.132e-01,-2.5e-05
1.136e-01,-7.8125e-05
1.140e-01,2.5e-05
1.144e-01,9.375e-06
1.148e-01,0.0001125
1.152e-01,-7.8125e-05
1.156e-01,-0.000228125
1.160e-01,3.125e-06
1.164e-01,0.0001125
1.168e-01,-0.000253125
1.172e-01,4.6875e-05
1.176e-01,-0.000153125
1.180e-01,-0.000290625
1.184e-01,-0.00036875
1.188e-01,-0.00015
1.192e-01,-0.00025625
1.196e-01,-1.25e-05
1.200e-01,-0.000475
1.204e-01,3.4375e-05
1.208e-01,-0.000225
1.212e-01,-6.875e-05
1.216e-01,-0.000159375
1.220e-01,0.0001375
1.224e-01,6.875e-05
1.228e-01,6.875e-05
1.232e-01,0.0005125
1.236e-01,-5e-05
1.240e-01,8.125e-05
1.244e-01,-0.000134375
1.248e-01,-7.1875e-05
1.252e-01,0.000175
1.256e-01,-8.4375e-05
1.260e-01,-0.00025625
1.264e-01,-0.000390625
1.268e-01,-0.000196875
1.272e-01,-0.000190625
1.276e-01,0.00106563
1.280e-01,4.6875e-05
1.284e-01,0.000275
1.288e-01,1.875e-05
1.292e-01,0.000209375
1.296e-01,0.000209375
1.300e-01,0.000259375
1.304e-01,-0.0001
1.308e-01,-0.000190625
1.312e-01,0.0010125
1.316e-01,0.000178125
1.320e-01,-0.000284375
1.324e-01,2.1875e-05
1.328e-01,-0.00026875
1.332e-01,-0.0001875
1.336e-01,-5.625e-05
1.340e-01,-0.00018125
1.344e-01,-0.0001
1.348e-01,0.000328125
1.352e-01,-0.00019375
1.356e-01,-0.0001625
1.360e-01,-5.625e-05
1.364e-01,-0.0003625
1.368e-01,-0.000346875
1.372e-01,-0.00015
1.376e-01,3.4375e-05
1.380e-01,-0.00024375
1.384e-01,-0.00014375
1.388e-01,-0.000465625
1.392e-01,-0.00055625
1.396e-01,-0.000246875
1.400e-01,-0.00025
1.404e-01,-0.000428125
1.408e-01,-0.000384375
1.412e-01,-0.000475
1.416e-01,-0.00043125
1.420e-01,-0.0002875
1.424e-01,-0.0003375
1.428e-01,-0.000353125
1.432e-01,6.5625e-05
1.436e-01,6.25e-06
1.440e-01,-0.000203125
1.444e-01,-2.5e-05
1.448e-01,-0.00033125
1.452e-01,-0.00028125
1.456e-01,-0.000428125
1.460e-01,-4.6875e-05
1.464e-01,-0.0003
1.468e-01,1.25e-05
1.472e-01,-0.00014375
1.476e-01,-0.00031875
1.480e-01,-0.00015
1.484e-01,0.000190625
1.488e-01,-0.0001
1.492e-01,-4.6875e-05
1.496e-01,-0.00026875
1.500e-01,-8.75e-05
1.504e-01,6.25e-06
1.508e-01,-0.000346875
1.512e-01,3.75e-05
1.516e-01,-0.000140625
1.520e-01,-0.00038125
1.524e-01,-0.0003375
1.528e-01,-0.000209375
1.532e-01,-0.00023125
1.536e-01,-0.000265625
1.540e-01,-0.0004625
1.544e-01,-6.25e-05
1.548e-01,0.000109375
1.552e-01,-0.000109375
1.556e-01,-0.000115625
1.560e-01,-0.00025
1.564e-01,-0.000253125
1.568e-01,-0.000478125
1.572e-01,-0.000128125
1.576e-01,-0.000340625
1.580e-01,-0.00024375
1.584e-01,6.875e-05
1.588e-01,-0.000134375
1.592e-01,-0.000240625
1.596e-01,-0.000321875
1.600e-01,-0.0002375
1.604e-01,-0.000303125
1.608e-01,-0.000171875
1.612e-01,-0.000234375
1.616e-01,-0.00025625
1.620e-01,-0.000209375
1.624e-01,-0.000209375
1.628e-01,-0.00033125
1.632e-01,-0.000175
1.636e-01,7.1875e-05
1.640e-01,-0.00039375
1.644e-01,-0.000246875
1.648e-01,-0.000165625
1.652e-01,-6.875e-05
1.656e-01,0.0001125
1.660e-01,-9.375e-05
1.664e-01,-0.0002375
1.668e-01,-0.00025
1.672e-01,8.75e-05
1.676e-01,-0.00020625
1.680e-01,-0.0003625
1.684e-01,6.875e-05
1.688e-01,-0.00039375
1.692e-01,-0.000253125
1.696e-01,-0.000346875
1.700e-01,0.000165625
1.704e-01,-0.000178125
1.708e-01,-0.000228125
1.712e-01,-0.0002875
1.716e-01,-0.0003125
1.720e-01,-0.00040625
1.724e-01,-0.00031875
1.728e-01,-9.0625e-05
1.732e-01,-0.000196875
1.736e-01,-6.875e-05
1.740e-01,-0.00038125
1.744e-01,-7.8125e-05
1.748e-01,-0.000384375
1.752e-01,-0.000128125
1.756e-01,-0.000259375
1.760e-01,-0.000253125
1.764e-01,-0.000203125
1.768e-01,-8.4375e-05
1.772e-01,-0.000334375
1.776e-01,-0.00036875
1.780e-01,-0.000290625
1.784e-01,-0.00026875
1.788e-01,-0.000159375
1.792e-01,-0.000146875
1.796e-01,-0.0002125
1.800e-01,-0.0004875
1.804e-01,-0.000184375
1.808e-01,-0.00044375
1.812e-01,-0.000365625
1.816e-01,-2.8125e-05
1.820e-01,-0.000265625
1.824e-01,-0.0002625
1.828e-01,0.00019375
